gene,table,time_point,log2_fold_change,abs_log2_FC,kappa_V_predicted,mapping_status
ybeV,3,T2,0.43,0.43,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ybeV,3,T3,0.55,0.55,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ybeV,3,T4,0.17,0.17,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ybeV,3,T5,0.26,0.26,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ybeV,3,T6,0.43,0.43,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ybeV,3,T7,0.16,0.16,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ybeV,3,T8,0.28,0.28,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
cspI,3,T1,-0.06,0.06,0.0,GLOBAL (uses biomass-deficit curvature time-series)
cspI,3,T2,0.47,0.47,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
cspI,3,T3,0.36,0.36,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
cspI,3,T4,0.36,0.36,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
cspI,3,T5,0.15,0.15,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
cspI,3,T6,0.47,0.47,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
cspI,3,T7,0.33,0.33,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
cspI,3,T8,0.33,0.33,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
yeaA,3,T1,0.29,0.29,0.0,GLOBAL (uses biomass-deficit curvature time-series)
yeaA,3,T2,0.45,0.45,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
yeaA,3,T3,0.69,0.69,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
yeaA,3,T4,0.64,0.64,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
yeaA,3,T5,0.47,0.47,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
yeaA,3,T6,0.44,0.44,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
yeaA,3,T7,0.66,0.66,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
yeaA,3,T8,0.93,0.93,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ahpC,3,T1,0.17,0.17,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ahpC,3,T2,0.44,0.44,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ahpC,3,T3,0.6,0.6,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ahpC,3,T4,0.61,0.61,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ahpC,3,T5,0.33,0.33,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ahpC,3,T6,0.27,0.27,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ahpC,3,T7,0.32,0.32,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ahpC,3,T8,0.49,0.49,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
phoH,3,T1,0.09,0.09,0.0,GLOBAL (uses biomass-deficit curvature time-series)
phoH,3,T2,-0.02,0.02,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
phoH,3,T3,0.06,0.06,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
phoH,3,T4,-0.07,0.07,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
phoH,3,T5,-0.2,0.2,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
phoH,3,T6,0.53,0.53,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
phoH,3,T7,-0.01,0.01,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
phoH,3,T8,0.16,0.16,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
cspF,3,T1,-0.01,0.01,0.0,GLOBAL (uses biomass-deficit curvature time-series)
cspF,3,T2,-0.02,0.02,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
cspF,3,T3,0.12,0.12,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
cspF,3,T4,0.04,0.04,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
cspF,3,T5,-0.07,0.07,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
cspF,3,T6,0.69,0.69,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
cspF,3,T7,-0.04,0.04,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
cspF,3,T8,0.06,0.06,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
b1631,3,T1,0.04,0.04,0.0,GLOBAL (uses biomass-deficit curvature time-series)
b1631,3,T2,0.06,0.06,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
b1631,3,T3,0.04,0.04,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
b1631,3,T4,-0.07,0.07,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
b1631,3,T5,0.05,0.05,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
b1631,3,T6,0.36,0.36,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
b1631,3,T7,0.04,0.04,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
b1631,3,T8,-0.03,0.03,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
b0245,3,T1,-0.08,0.08,0.0,GLOBAL (uses biomass-deficit curvature time-series)
b0245,3,T2,0.16,0.16,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
b0245,3,T3,0.22,0.22,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
b0245,3,T4,-0.21,0.21,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
b0245,3,T5,-0.08,0.08,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
b0245,3,T6,0.51,0.51,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
b0245,3,T7,0.07,0.07,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
b0245,3,T8,0.04,0.04,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
sbmC,3,T1,0.02,0.02,0.0,GLOBAL (uses biomass-deficit curvature time-series)
sbmC,3,T2,-0.01,0.01,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
sbmC,3,T3,0.09,0.09,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
sbmC,3,T4,0.22,0.22,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
sbmC,3,T5,0.43,0.43,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
sbmC,3,T6,0.16,0.16,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
sbmC,3,T7,0.03,0.03,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
sbmC,3,T8,-0.15,0.15,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
mutH,3,T1,-0.01,0.01,0.0,GLOBAL (uses biomass-deficit curvature time-series)
mutH,3,T2,0.06,0.06,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
mutH,3,T3,0.03,0.03,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
mutH,3,T4,0.48,0.48,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
mutH,3,T5,0.11,0.11,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
mutH,3,T6,-0.28,0.28,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
mutH,3,T7,0.13,0.13,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
mutH,3,T8,-0.23,0.23,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
rpoE,3,T1,0.22,0.22,0.0,GLOBAL (uses biomass-deficit curvature time-series)
rpoE,3,T2,0.09,0.09,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
rpoE,3,T3,0.23,0.23,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
rpoE,3,T4,0.65,0.65,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
rpoE,3,T5,0.79,0.79,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
rpoE,3,T6,0.52,0.52,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
rpoE,3,T7,0.95,0.95,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
rpoE,3,T8,0.83,0.83,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
himD,4,T1,0.02,0.02,0.0,GLOBAL (uses biomass-deficit curvature time-series)
himD,4,T2,0.2,0.2,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
himD,4,T3,0.07,0.07,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
himD,4,T4,0.5,0.5,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
himD,4,T5,0.22,0.22,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
himD,4,T6,0.1,0.1,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
himD,4,T7,-0.01,0.01,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
himD,4,T8,-0.21,0.21,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
htrE,4,T1,-0.21,0.21,0.0,GLOBAL (uses biomass-deficit curvature time-series)
htrE,4,T2,-0.1,0.1,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
htrE,4,T3,0.49,0.49,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
htrE,4,T4,0.09,0.09,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
htrE,4,T5,0.35,0.35,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
htrE,4,T6,0.49,0.49,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
htrE,4,T7,0.14,0.14,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
htrE,4,T8,0.42,0.42,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
proW,4,T1,-0.07,0.07,0.0,GLOBAL (uses biomass-deficit curvature time-series)
proW,4,T2,-0.05,0.05,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
proW,4,T3,-0.12,0.12,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
proW,4,T4,0.01,0.01,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
proW,4,T5,-0.09,0.09,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
proW,4,T6,-0.11,0.11,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
proW,4,T7,0.18,0.18,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
proW,4,T8,0.48,0.48,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
csiE,4,T1,0.07,0.07,0.0,GLOBAL (uses biomass-deficit curvature time-series)
csiE,4,T2,0.09,0.09,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
csiE,4,T3,0.01,0.01,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
csiE,4,T4,0.36,0.36,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
csiE,4,T5,0.31,0.31,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
csiE,4,T6,0.15,0.15,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
csiE,4,T7,0.15,0.15,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
csiE,4,T8,0.36,0.36,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
yehX,4,T1,-0.16,0.16,0.0,GLOBAL (uses biomass-deficit curvature time-series)
yehX,4,T2,0.0,0.0,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
yehX,4,T3,0.25,0.25,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
yehX,4,T4,0.03,0.03,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
yehX,4,T5,-0.01,0.01,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
yehX,4,T6,0.08,0.08,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
yehX,4,T7,-0.05,0.05,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
yehX,4,T8,0.42,0.42,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
yehY,4,T1,0.1,0.1,0.0,GLOBAL (uses biomass-deficit curvature time-series)
yehY,4,T2,-0.21,0.21,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
yehY,4,T3,0.1,0.1,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
yehY,4,T4,0.2,0.2,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
yehY,4,T5,0.43,0.43,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
yehY,4,T6,0.73,0.73,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
yehY,4,T7,-0.05,0.05,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
yehY,4,T8,0.01,0.01,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
yeiL,4,T1,0.0,0.0,0.0,GLOBAL (uses biomass-deficit curvature time-series)
yeiL,4,T2,0.18,0.18,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
yeiL,4,T3,0.42,0.42,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
yeiL,4,T4,0.15,0.15,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
yeiL,4,T5,0.14,0.14,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
yeiL,4,T6,0.23,0.23,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
yeiL,4,T7,-0.02,0.02,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
yeiL,4,T8,0.27,0.27,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
proV,4,T1,-0.32,0.32,0.0,GLOBAL (uses biomass-deficit curvature time-series)
proV,4,T2,-0.4,0.4,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
proV,4,T3,-0.08,0.08,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
proV,4,T4,-0.12,0.12,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
proV,4,T5,-0.11,0.11,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
proV,4,T6,-0.11,0.11,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
proV,4,T7,0.36,0.36,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
proV,4,T8,1.14,1.14,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
pqiB,4,T1,-0.11,0.11,0.0,GLOBAL (uses biomass-deficit curvature time-series)
pqiB,4,T2,-0.36,0.36,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
pqiB,4,T3,-0.4,0.4,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
pqiB,4,T4,-0.22,0.22,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
pqiB,4,T5,-0.27,0.27,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
pqiB,4,T6,-0.57,0.57,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
pqiB,4,T7,-0.38,0.38,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
pqiB,4,T8,-0.42,0.42,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
caiC,4,T1,0.07,0.07,0.0,GLOBAL (uses biomass-deficit curvature time-series)
caiC,4,T2,-0.32,0.32,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
caiC,4,T3,0.04,0.04,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
caiC,4,T4,0.06,0.06,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
caiC,4,T5,-0.33,0.33,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
caiC,4,T6,-0.83,0.83,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
caiC,4,T7,-0.14,0.14,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
caiC,4,T8,0.02,0.02,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ftsA,4,T1,0.07,0.07,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ftsA,4,T2,-0.05,0.05,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ftsA,4,T3,-0.09,0.09,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ftsA,4,T4,0.01,0.01,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ftsA,4,T5,-0.45,0.45,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ftsA,4,T6,-0.32,0.32,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ftsA,4,T7,-0.18,0.18,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ftsA,4,T8,0.03,0.03,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
galT,4,T1,0.01,0.01,0.0,GLOBAL (uses biomass-deficit curvature time-series)
galT,4,T2,0.13,0.13,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
galT,4,T3,-0.56,0.56,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
galT,4,T4,-0.04,0.04,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
galT,4,T5,0.13,0.13,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
galT,4,T6,-0.21,0.21,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
galT,4,T7,0.06,0.06,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
galT,4,T8,-0.14,0.14,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
