uniprot,gene_name,bnum,cog_class
P31455,yidR,b3689,CELLULAR PROCESSES AND SIGNALING
P0AE85,cpxP,b4484,CELLULAR PROCESSES AND SIGNALING
P05637,apaH,b0049,CELLULAR PROCESSES AND SIGNALING
P0AFX9,rseB,b2571,CELLULAR PROCESSES AND SIGNALING
P0AFB5,glnL,b3869,CELLULAR PROCESSES AND SIGNALING
P0AE70,mazF,b2782,CELLULAR PROCESSES AND SIGNALING
P46888,uspC,b1895,CELLULAR PROCESSES AND SIGNALING
P0AAB8,uspD,b3923,CELLULAR PROCESSES AND SIGNALING
P31802,narP,b2193,CELLULAR PROCESSES AND SIGNALING
P76270,msrC,b1832,CELLULAR PROCESSES AND SIGNALING
P0AAR3,ybaK,b0481,POORLY CHARACTERIZED
P21363,yciE,b1257,POORLY CHARACTERIZED
P76235,yeaH,b1784,POORLY CHARACTERIZED
P0A8A2,yeeN,b1983,POORLY CHARACTERIZED
P76346,mtfA,b1976,POORLY CHARACTERIZED
P22525,ycbB,b0925,POORLY CHARACTERIZED
P32157,yiiM,b3910,POORLY CHARACTERIZED
P32680,yjaG,b3999,POORLY CHARACTERIZED
P76193,ynhG,b1678,POORLY CHARACTERIZED
P27862,yigZ,b3848,POORLY CHARACTERIZED
P0AF48,yjbQ,b4056,POORLY CHARACTERIZED
P39411,yjjX,b4394,POORLY CHARACTERIZED
P36680,zapD,b0102,POORLY CHARACTERIZED
P0A8Y3,yihX,b3885,POORLY CHARACTERIZED
P0AE22,aphA,b4055,POORLY CHARACTERIZED
P0A6X3,hfq,b4172,POORLY CHARACTERIZED
P76145,tam,b1519,POORLY CHARACTERIZED
P0AGG8,tldD,b3244,POORLY CHARACTERIZED
P12994,ybhB,b0773,POORLY CHARACTERIZED
P24188,yceA,b1055,POORLY CHARACTERIZED
P76272,yebT,b1834,POORLY CHARACTERIZED
P33030,yeiR,b2173,POORLY CHARACTERIZED
P0AD27,yejM,b2188,POORLY CHARACTERIZED
P77625,yfbT,b2293,POORLY CHARACTERIZED
P42599,ygjR,b3087,POORLY CHARACTERIZED
P0AEQ1,glcG,b2977,POORLY CHARACTERIZED
P0A756,kefG,b3351,POORLY CHARACTERIZED
P76535,murQ,b2428,POORLY CHARACTERIZED
P0AFB1,nlpI,b3163,POORLY CHARACTERIZED
P77756,queC,b0444,POORLY CHARACTERIZED
P31473,ravA,b3746,POORLY CHARACTERIZED
P75849,ycbL,b0927,POORLY CHARACTERIZED
P0AB28,yceD,b1088,POORLY CHARACTERIZED
P76049,ycjY,b1327,POORLY CHARACTERIZED
P0A8D6,ymdB,b1045,POORLY CHARACTERIZED
P77475,yqaB,b2690,POORLY CHARACTERIZED
P0AF67,tsaE,b4168,POORLY CHARACTERIZED
P77580,mhpF,b0351,METABOLISM
P76004,ycgM,b1180,METABOLISM
P16869,fhuE,b1102,METABOLISM
P0AAH0,pstB,b3725,METABOLISM
P39830,ybaL,b0478,METABOLISM
P37617,zntA,b3469,METABOLISM
P0AC62,grxC,b3610,CELLULAR PROCESSES AND SIGNALING
P0C054,ibpA,b3687,CELLULAR PROCESSES AND SIGNALING
P0A744,msrA,b4219,CELLULAR PROCESSES AND SIGNALING
P0A7A5,pcm,b2743,CELLULAR PROCESSES AND SIGNALING
P0A9L5,ppiC,b3775,CELLULAR PROCESSES AND SIGNALING
P0A832,smpB,b2620,CELLULAR PROCESSES AND SIGNALING
P0AEE3,degS,b3235,CELLULAR PROCESSES AND SIGNALING
P0AC69,grxD,b1654,CELLULAR PROCESSES AND SIGNALING
P75867,ycbZ,b0955,CELLULAR PROCESSES AND SIGNALING
P64554,queE,b2777,CELLULAR PROCESSES AND SIGNALING
P28249,asmA,b2064,CELLULAR PROCESSES AND SIGNALING
P0AD68,ftsI,b0084,CELLULAR PROCESSES AND SIGNALING
P61316,lolA,b0891,CELLULAR PROCESSES AND SIGNALING
P0A722,lpxA,b0181,CELLULAR PROCESSES AND SIGNALING
P10441,lpxB,b0182,CELLULAR PROCESSES AND SIGNALING
P37773,mpl,b4233,CELLULAR PROCESSES AND SIGNALING
P17443,murG,b0090,CELLULAR PROCESSES AND SIGNALING
P0A927,tsx,b0411,CELLULAR PROCESSES AND SIGNALING
P37751,wbbK,b2032,CELLULAR PROCESSES AND SIGNALING
P45395,kdsD,b3197,CELLULAR PROCESSES AND SIGNALING
P75830,macA,b0878,CELLULAR PROCESSES AND SIGNALING
P76506,mlaA,b2346,CELLULAR PROCESSES AND SIGNALING
P33362,osmF,b2131,CELLULAR PROCESSES AND SIGNALING
P24173,rfaC,b3621,CELLULAR PROCESSES AND SIGNALING
P27830,rffG,b3788,CELLULAR PROCESSES AND SIGNALING
P0A6U5,rsmG,b3740,CELLULAR PROCESSES AND SIGNALING
P0AG00,wzzE,b3785,CELLULAR PROCESSES AND SIGNALING
P15038,helD,b0962,INFORMATION STORAGE AND PROCESSING
P0ACF0,hupA,b4000,INFORMATION STORAGE AND PROCESSING
P12295,ung,b2580,INFORMATION STORAGE AND PROCESSING
P32664,nudC,b3996,INFORMATION STORAGE AND PROCESSING
P20083,parE,b3030,INFORMATION STORAGE AND PROCESSING
P04994,xseA,b2509,INFORMATION STORAGE AND PROCESSING
P0ACP5,gntR,b3438,INFORMATION STORAGE AND PROCESSING
P77569,mhpR,b0346,INFORMATION STORAGE AND PROCESSING
P0AFX4,rsd,b3995,INFORMATION STORAGE AND PROCESSING
P0ACN4,allR,b0506,INFORMATION STORAGE AND PROCESSING
P24242,ascG,b2714,INFORMATION STORAGE AND PROCESSING
P0A8R9,hdfR,b4480,INFORMATION STORAGE AND PROCESSING
P0AGB6,rpoE,b2573,INFORMATION STORAGE AND PROCESSING
P23917,mak,b0394,INFORMATION STORAGE AND PROCESSING
P0A6K3,def,b3287,INFORMATION STORAGE AND PROCESSING
P0A8T1,prmA,b3259,INFORMATION STORAGE AND PROCESSING
P0A7F9,queA,b0405,INFORMATION STORAGE AND PROCESSING
P0ADY7,rplP,b3313,INFORMATION STORAGE AND PROCESSING
P0C018,rplR,b3304,INFORMATION STORAGE AND PROCESSING
P0AG48,rplU,b3186,INFORMATION STORAGE AND PROCESSING
P0A7R9,rpsK,b3297,INFORMATION STORAGE AND PROCESSING
P0A7S3,rpsL,b3342,INFORMATION STORAGE AND PROCESSING
P0A7T3,rpsP,b2609,INFORMATION STORAGE AND PROCESSING
P0A7U7,rpsT,b0023,INFORMATION STORAGE AND PROCESSING
P39199,prmB,b2330,INFORMATION STORAGE AND PROCESSING
P0AD49,raiA,b2597,INFORMATION STORAGE AND PROCESSING
P06992,rsmA,b0051,INFORMATION STORAGE AND PROCESSING
P25397,tehB,b1430,INFORMATION STORAGE AND PROCESSING
P45748,tsaC,b3282,INFORMATION STORAGE AND PROCESSING
P62615,ispE,b1208,METABOLISM
P62617,ispF,b2746,METABOLISM
P13000,bioD,b0778,METABOLISM
P12998,bioF,b0776,METABOLISM
P0ABQ4,folA,b0048,METABOLISM
P0AC19,folX,b2303,METABOLISM
P32131,hemN,b3867,METABOLISM
P10902,nadB,b2574,METABOLISM
P06611,btuD,b1709,METABOLISM
P30749,moaE,b0785,METABOLISM
P0C0U4,rimK,b0852,METABOLISM
P39265,alsB,b4088,METABOLISM
P04982,rbsD,b3748,METABOLISM
P0AG07,rpe,b3386,METABOLISM
P37643,yhjE,b3523,METABOLISM
P77269,yphF,b2548,METABOLISM
P28903,nrdD,b4238,METABOLISM
P0AFF2,nupC,b2393,METABOLISM
P0AG18,purE,b0523,METABOLISM
P39452,nrdE,b2675,METABOLISM
P0ACE7,hinT,b1103,METABOLISM
P68398,tadA,b2559,METABOLISM
P0A9Z1,glnB,b2553,METABOLISM
P0AC81,gloA,b1651,METABOLISM
P06989,hisI,b2026,METABOLISM
P07109,hisP,b2306,METABOLISM
P0AFM2,proX,b2679,METABOLISM
Q5H772,puuE,b1302,METABOLISM
P77316,ybdR,b0608,METABOLISM
P22524,mukE,b0923,CELLULAR PROCESSES AND SIGNALING
P69506,ytfE,b4209,CELLULAR PROCESSES AND SIGNALING
P0A830,dctA,b3528,METABOLISM
P28861,fpr,b3924,METABOLISM
P0AEX5,prkB,b3355,METABOLISM
P0ACY1,ydjA,b1765,METABOLISM
P0ACB4,hemG,b3850,METABOLISM
P20099,bisC,b3551,METABOLISM
P18775,dmsA,b0894,METABOLISM
P0AC47,frdB,b4153,METABOLISM
P0ADK6,yibA,b3594,METABOLISM
P26649,glgS,b3049,
P0ACE3,hha,b0460,
P76002,pliG,b1178,
P69411,rcsF,b0196,
P75791,ybiU,b0821,
P64455,ydcY,b1446,
P0AD10,yecJ,b4537,
P0ADS9,yggN,b2958,
P0ADK8,yibL,b3602,
P45800,yrfF,b3398,
P0CB39,eptC,,
P27829,wecC,,
P0AAH4,sapD,b1291,CELLULAR PROCESSES AND SIGNALING
P0ABU9,tolQ,b0737,CELLULAR PROCESSES AND SIGNALING
P0AE82,cpxA,b3911,CELLULAR PROCESSES AND SIGNALING
P0A9E5,fnr,b1334,CELLULAR PROCESSES AND SIGNALING
P0AA89,dosC,b1490,CELLULAR PROCESSES AND SIGNALING
P0ACZ4,evgA,b2369,CELLULAR PROCESSES AND SIGNALING
P0AED5,uvrY,b1914,CELLULAR PROCESSES AND SIGNALING
P39176,erfK,b1990,POORLY CHARACTERIZED
P0AAC8,iscA,b2528,POORLY CHARACTERIZED
P0AAA1,yagU,b0287,POORLY CHARACTERIZED
P77717,ybaY,b0453,POORLY CHARACTERIZED
P0AAS7,ybcJ,b0528,POORLY CHARACTERIZED
P0A8J4,ybeD,b0631,POORLY CHARACTERIZED
P0AB55,yciI,b1251,POORLY CHARACTERIZED
P76243,yeaO,b1792,POORLY CHARACTERIZED
P52007,yecM,b1875,POORLY CHARACTERIZED
P33355,yehS,b2124,POORLY CHARACTERIZED
P21515,acpH,b0404,POORLY CHARACTERIZED
P37794,chbG,b1733,POORLY CHARACTERIZED
P68206,yjbJ,b4045,POORLY CHARACTERIZED
P0AF50,yjbR,b4057,POORLY CHARACTERIZED
P64581,yqjD,b3098,POORLY CHARACTERIZED
P76035,yciW,b1287,POORLY CHARACTERIZED
P64559,ygfY,b2897,POORLY CHARACTERIZED
P0ADS2,zapA,b2910,POORLY CHARACTERIZED
P32662,gph,b3385,POORLY CHARACTERIZED
Q47147,yafJ,b0223,POORLY CHARACTERIZED
P75915,ycdY,b1035,POORLY CHARACTERIZED
P31131,ydeJ,b1537,POORLY CHARACTERIZED
P77376,ydgJ,b1624,POORLY CHARACTERIZED
P76329,yedP,b1955,POORLY CHARACTERIZED
P63417,yhbS,b3156,POORLY CHARACTERIZED
P0AGF2,csdE,b2811,POORLY CHARACTERIZED
P0AC84,gloB,b0212,POORLY CHARACTERIZED
P0A823,sfsA,b0146,POORLY CHARACTERIZED
P39187,ytfJ,b4216,POORLY CHARACTERIZED
P37631,yhiN,b3492,POORLY CHARACTERIZED
P0AF56,yjcO,b4078,POORLY CHARACTERIZED
P0A6G3,pncC,b2700,POORLY CHARACTERIZED
P0ADI7,yecD,b1867,METABOLISM
P77781,ydiI,b1686,METABOLISM
P0ADP2,yigI,b3820,METABOLISM
P67826,cutC,b1874,METABOLISM
P15028,fecB,b4290,METABOLISM
P09833,modC,b0765,METABOLISM
P0AB52,ychN,b1219,METABOLISM
P0AGI8,trkA,b3290,METABOLISM
P31827,yddB,b1495,METABOLISM
P15031,fecE,b4287,METABOLISM
P0AC51,zur,b4046,METABOLISM
P77202,dsbG,b0604,CELLULAR PROCESSES AND SIGNALING
P23894,htpX,b1829,CELLULAR PROCESSES AND SIGNALING
P0C058,ibpB,b3686,CELLULAR PROCESSES AND SIGNALING
P0AEM0,fkpB,b0028,CELLULAR PROCESSES AND SIGNALING
P24554,radA,b4389,CELLULAR PROCESSES AND SIGNALING
P76256,tsaB,b1807,CELLULAR PROCESSES AND SIGNALING
P0A725,lpxC,b0096,CELLULAR PROCESSES AND SIGNALING
P16926,mreC,b3250,CELLULAR PROCESSES AND SIGNALING
P0A742,mscL,b3291,CELLULAR PROCESSES AND SIGNALING
P22634,murI,b3967,CELLULAR PROCESSES AND SIGNALING
P10100,rlpA,b0633,CELLULAR PROCESSES AND SIGNALING
P0AA91,yeaY,b1806,CELLULAR PROCESSES AND SIGNALING
P0ADC1,lptE,b0641,CELLULAR PROCESSES AND SIGNALING
P39310,ytfB,b4206,CELLULAR PROCESSES AND SIGNALING
P39315,qorB,b4211,CELLULAR PROCESSES AND SIGNALING
P0ADE4,tamA,b4220,CELLULAR PROCESSES AND SIGNALING
Q47150,dinJ,b0226,INFORMATION STORAGE AND PROCESSING
P0ACF4,hupB,b0440,INFORMATION STORAGE AND PROCESSING
P23367,mutL,b4170,INFORMATION STORAGE AND PROCESSING
P03018,uvrD,b3813,INFORMATION STORAGE AND PROCESSING
P0A8G9,xseB,b0422,INFORMATION STORAGE AND PROCESSING
Q93K97,nudF,b3034,INFORMATION STORAGE AND PROCESSING
P0AFH0,ogt,b1335,INFORMATION STORAGE AND PROCESSING
P25888,rhlE,b0797,INFORMATION STORAGE AND PROCESSING
P37128,nudK,b2467,INFORMATION STORAGE AND PROCESSING
P0A9Y6,cspC,b1823,INFORMATION STORAGE AND PROCESSING
P0A968,cspD,b0880,INFORMATION STORAGE AND PROCESSING
P0A972,cspE,b0623,INFORMATION STORAGE AND PROCESSING
P0ACL5,glcC,b2980,INFORMATION STORAGE AND PROCESSING
P36771,lrhA,b2289,INFORMATION STORAGE AND PROCESSING
P0A8W0,nanR,b3226,INFORMATION STORAGE AND PROCESSING
P0A6Z6,nikR,b3481,INFORMATION STORAGE AND PROCESSING
P76086,paaX,b1399,INFORMATION STORAGE AND PROCESSING
P0ACL9,pdhR,b0113,INFORMATION STORAGE AND PROCESSING
P0ACR4,yeiE,b2157,INFORMATION STORAGE AND PROCESSING
P0ACK2,agaR,b3131,INFORMATION STORAGE AND PROCESSING
P32144,yihW,b3884,INFORMATION STORAGE AND PROCESSING
P0ACL7,lldR,b3604,INFORMATION STORAGE AND PROCESSING
P13669,mngR,b0730,INFORMATION STORAGE AND PROCESSING
P77295,ygaV,b2667,INFORMATION STORAGE AND PROCESSING
P0ACS5,zntR,b3292,INFORMATION STORAGE AND PROCESSING
P06961,cca,b3056,INFORMATION STORAGE AND PROCESSING
P69222,infA,b0884,INFORMATION STORAGE AND PROCESSING
P0A7I0,prfA,b1211,INFORMATION STORAGE AND PROCESSING
P21338,rna,b0611,INFORMATION STORAGE AND PROCESSING
P0A7L3,rplT,b1716,INFORMATION STORAGE AND PROCESSING
P0ADZ0,rplW,b3318,INFORMATION STORAGE AND PROCESSING
P0A7L8,rpmA,b3185,INFORMATION STORAGE AND PROCESSING
P0A7M6,rpmC,b3312,INFORMATION STORAGE AND PROCESSING
P0A7N4,rpmF,b1089,INFORMATION STORAGE AND PROCESSING
P0A7N9,rpmG,b3636,INFORMATION STORAGE AND PROCESSING
P0AG59,rpsN,b3307,INFORMATION STORAGE AND PROCESSING
P0ADZ4,rpsO,b3165,INFORMATION STORAGE AND PROCESSING
P0AG63,rpsQ,b3311,INFORMATION STORAGE AND PROCESSING
P0AFX0,hpf,b3203,INFORMATION STORAGE AND PROCESSING
P37765,rluB,b1269,INFORMATION STORAGE AND PROCESSING
P36929,rsmB,b3289,INFORMATION STORAGE AND PROCESSING
P0AGJ2,trmH,b3651,INFORMATION STORAGE AND PROCESSING
P0AEB7,yoaB,b1809,INFORMATION STORAGE AND PROCESSING
Q46893,ispD,b2747,METABOLISM
P0AGG2,tesB,b0452,METABOLISM
P0A6A8,acpP,b1094,METABOLISM
P31551,caiD,b0036,METABOLISM
P0AGL5,yfjG,b2619,METABOLISM
P62623,ispH,b0029,METABOLISM
P0A6H8,clsA,b1249,METABOLISM
P0AF03,mog,b0009,METABOLISM
P40191,pdxK,b2418,METABOLISM
P26602,ubiC,b4039,METABOLISM
P12999,bioC,b0777,METABOLISM
P06709,birA,b3973,METABOLISM
P12282,moeB,b0826,METABOLISM
P0A8R0,rraA,b3929,METABOLISM
P76422,thiD,b2103,METABOLISM
P0AC28,ygfA,b2912,METABOLISM
P25535,ubiI,b2906,METABOLISM
P69922,fucI,b2802,METABOLISM
P0AER0,glpF,b3927,METABOLISM
P0A761,nanE,b3223,METABOLISM
P05706,srlB,b2704,METABOLISM
P66817,diaA,b3149,METABOLISM
P07762,glgB,b3432,METABOLISM
P06720,melA,b4119,METABOLISM
P10907,ugpC,b3450,METABOLISM
P37388,xylG,b3567,METABOLISM
P32141,yihT,b3881,METABOLISM
P0AA82,codB,b0336,METABOLISM
P08179,purN,b2500,METABOLISM
P0A884,thyA,b2827,METABOLISM
P37146,nrdF,b2676,METABOLISM
P06960,argF,b0273,METABOLISM
P0A6E1,aroL,b0388,METABOLISM
P0A9I3,gcvR,b2479,METABOLISM
P13033,glpB,b2242,METABOLISM
P0A7C6,pepE,b4021,METABOLISM
P0AAD6,sdaC,b2796,METABOLISM
P0AGB0,serB,b4388,METABOLISM
P0AGE4,sstT,b3089,METABOLISM
P07117,putP,b1015,METABOLISM
P0AAF6,artP,b0864,METABOLISM
P0A6K1,dapF,b3809,METABOLISM
P0AEJ6,eutB,b2441,METABOLISM
P0AEQ6,glnP,b0810,METABOLISM
P63228,gmhB,b0200,METABOLISM
Q47690,mmuM,b0261,METABOLISM
P42588,patA,b3073,METABOLISM
P31134,potG,b0855,METABOLISM
P37774,yecC,b1917,METABOLISM
P18196,minC,b1176,CELLULAR PROCESSES AND SIGNALING
P77173,zipA,b2412,CELLULAR PROCESSES AND SIGNALING
P80668,feaB,b1385,METABOLISM
P09152,narG,b1224,METABOLISM
P0A9T4,tas,b2834,METABOLISM
P10908,ugpQ,b3449,METABOLISM
P0AB65,yccX,b0968,METABOLISM
P14407,fumB,b4122,METABOLISM
P0AAJ8,hybA,b2996,METABOLISM
P17117,nfsA,b0851,METABOLISM
P0ADV5,yhbW,b3160,METABOLISM
P0AE28,aroM,b0390,
P0AET2,hdeB,b3509,
P0AAX6,mcbA,b0806,
P25738,msyB,b1051,
P0A8K5,yaeP,b4406,
P75694,yahO,b0329,
P0AAN5,yaiA,b0389,
P0AB14,yccJ,b1003,
P0AB26,yceB,b1063,
P0ACX3,ydhR,b1667,
P0AD21,yejG,b2181,
P64540,yfcL,b2325,
P76549,yffR,b2449,
P45552,yhfZ,b3383,
P31433,yicH,b3655,
P0ACV8,ymjA,b1295,
P76073,ynaE,b1375,
P25552,gppA,,
P77454,glsA,,
P50456,mlc,,
P24205,msbB,,
P33012,gyrI,,
P0AB38,lpoB,,
P21420,nmpC,,
P0A8I5,trmB,,
P24197,ygiD,,
P00811,ampC,b4150,CELLULAR PROCESSES AND SIGNALING
P05719,hsdS,b4348,CELLULAR PROCESSES AND SIGNALING
P0AD70,ampH,b0376,CELLULAR PROCESSES AND SIGNALING
P76008,ldcA,b1192,CELLULAR PROCESSES AND SIGNALING
P0AG99,secG,b3175,CELLULAR PROCESSES AND SIGNALING
P69423,tatC,b3839,CELLULAR PROCESSES AND SIGNALING
P0AG96,secE,b3981,CELLULAR PROCESSES AND SIGNALING
P11071,aceK,b4016,CELLULAR PROCESSES AND SIGNALING
P69913,csrA,b2696,CELLULAR PROCESSES AND SIGNALING
P76339,yedV,b1968,CELLULAR PROCESSES AND SIGNALING
P38684,torR,b0995,CELLULAR PROCESSES AND SIGNALING
P76340,yedW,b1969,CELLULAR PROCESSES AND SIGNALING
P0AET5,hdeD,b3511,POORLY CHARACTERIZED
P75779,ybiX,b0804,POORLY CHARACTERIZED
P0AAZ7,ycaR,b0917,POORLY CHARACTERIZED
P0AD33,yfcZ,b2343,POORLY CHARACTERIZED
P0A8C4,ygfB,b2909,POORLY CHARACTERIZED
P38521,yggL,b2959,POORLY CHARACTERIZED
P0ADT2,ygiB,b3037,POORLY CHARACTERIZED
P64624,yheO,b3346,POORLY CHARACTERIZED
P09996,yidB,b3698,POORLY CHARACTERIZED
P0ADP7,yigP,b3834,POORLY CHARACTERIZED
P0AAP3,frmR,b0357,POORLY CHARACTERIZED
P0C0L9,iscX,b2524,POORLY CHARACTERIZED
P22186,mraZ,b0081,POORLY CHARACTERIZED
P0A8I8,rlmH,b0636,POORLY CHARACTERIZED
P0AGL7,rsmE,b2946,POORLY CHARACTERIZED
P32162,yiiS,b3922,POORLY CHARACTERIZED
P67338,yoaH,b1811,POORLY CHARACTERIZED
P52119,ratB,b2618,POORLY CHARACTERIZED
P39451,adhP,b1478,POORLY CHARACTERIZED
P0ABN5,dcuA,b4138,POORLY CHARACTERIZED
P06616,era,b2566,POORLY CHARACTERIZED
P39364,sgcQ,b4303,POORLY CHARACTERIZED
P75792,ybiV,b0822,POORLY CHARACTERIZED
P33018,yeiG,b2154,POORLY CHARACTERIZED
P77808,yfaY,b2249,POORLY CHARACTERIZED
P0ADM4,yidQ,b3688,POORLY CHARACTERIZED
P0AEW4,cpdA,b3032,POORLY CHARACTERIZED
P51025,frmB,b0355,POORLY CHARACTERIZED
P75796,gsiA,b0829,POORLY CHARACTERIZED
P0ABZ4,kdsC,b3198,POORLY CHARACTERIZED
P0AF98,lptF,b4261,POORLY CHARACTERIZED
P0ADC6,lptG,b4262,POORLY CHARACTERIZED
P64602,mlaB,b3191,POORLY CHARACTERIZED
P77181,paaY,b1400,POORLY CHARACTERIZED
P16692,phnP,b4092,POORLY CHARACTERIZED
P0AAC4,ybhL,b0786,POORLY CHARACTERIZED
P43340,ycaK,b0901,POORLY CHARACTERIZED
P76389,yegH,b2063,POORLY CHARACTERIZED
P31466,adeP,b3714,POORLY CHARACTERIZED
P45524,yheT,b3353,POORLY CHARACTERIZED
P31467,yieH,b3715,POORLY CHARACTERIZED
P64636,yrfG,b3399,POORLY CHARACTERIZED
P26648,ftsP,b3017,METABOLISM
P63386,mlaF,b3195,METABOLISM
P33025,psuG,b2165,METABOLISM
P77504,ybbP,b0496,METABOLISM
P33941,yojI,b2211,METABOLISM
P13036,fecA,b4291,METABOLISM
P23857,pspE,b1308,METABOLISM
P0AEL6,fepB,b0592,METABOLISM
P07822,fhuD,b0152,METABOLISM
P31069,kch,b1250,METABOLISM
P03819,kefC,b0047,METABOLISM
Q47537,tauA,b0365,METABOLISM
P24178,yffB,b2471,METABOLISM
P76569,yfgD,b2495,METABOLISM
P76115,yncD,b1451,METABOLISM
P0A9X1,znuC,b1858,METABOLISM
P55734,ygaP,b2668,METABOLISM
P0AF43,yjbB,b4020,METABOLISM
P78067,ynjE,b1757,METABOLISM
P0A9I8,nirD,b3366,METABOLISM
P24193,hypE,b2730,CELLULAR PROCESSES AND SIGNALING
P36928,yegD,b2069,CELLULAR PROCESSES AND SIGNALING
P0A7B8,hslV,b3932,CELLULAR PROCESSES AND SIGNALING
P0ABZ1,fliG,b1939,CELLULAR PROCESSES AND SIGNALING
P0ADN6,yifL,b4558,CELLULAR PROCESSES AND SIGNALING
P0A964,cheW,b1887,CELLULAR PROCESSES AND SIGNALING
P02942,tsr,b4355,CELLULAR PROCESSES AND SIGNALING
P75937,flgE,b1076,CELLULAR PROCESSES AND SIGNALING
P06974,fliM,b1945,CELLULAR PROCESSES AND SIGNALING
P36548,amiA,b2435,CELLULAR PROCESSES AND SIGNALING
P0A901,blc,b4149,CELLULAR PROCESSES AND SIGNALING
P21645,lpxD,b0179,CELLULAR PROCESSES AND SIGNALING
P0A935,mltA,b2813,CELLULAR PROCESSES AND SIGNALING
P08373,murB,b3972,CELLULAR PROCESSES AND SIGNALING
P14900,murD,b0088,CELLULAR PROCESSES AND SIGNALING
P0A921,pldA,b3821,CELLULAR PROCESSES AND SIGNALING
P77690,arnB,b2253,CELLULAR PROCESSES AND SIGNALING
P02919-2,mrcB,b0149,CELLULAR PROCESSES AND SIGNALING
P37745,rfbC,b2038,CELLULAR PROCESSES AND SIGNALING
P27833,rffA,b3791,CELLULAR PROCESSES AND SIGNALING
P0AC75,waaA,b3633,CELLULAR PROCESSES AND SIGNALING
P40710,nlpE,b0192,CELLULAR PROCESSES AND SIGNALING
P0AED9,dcm,b1961,INFORMATION STORAGE AND PROCESSING
P0ABS5,dnaG,b3066,INFORMATION STORAGE AND PROCESSING
P0A7H6,recR,b0472,INFORMATION STORAGE AND PROCESSING
P09980,rep,b3778,INFORMATION STORAGE AND PROCESSING
P0AEF0,dnaC,b4361,INFORMATION STORAGE AND PROCESSING
P10443,dnaE,b0184,INFORMATION STORAGE AND PROCESSING
P06710,dnaX,b0470,INFORMATION STORAGE AND PROCESSING
P0AEK0,exoX,b1844,INFORMATION STORAGE AND PROCESSING
P69931,hda,b2496,INFORMATION STORAGE AND PROCESSING
P0CF40,insC,b0360,INFORMATION STORAGE AND PROCESSING
P0A8I1,yqgF,b2949,INFORMATION STORAGE AND PROCESSING
P0A809,ruvA,b1861,INFORMATION STORAGE AND PROCESSING
P27859,tatD,b4483,INFORMATION STORAGE AND PROCESSING
P39408,yjjV,b4378,INFORMATION STORAGE AND PROCESSING
P21693,dbpA,b1343,INFORMATION STORAGE AND PROCESSING
P0A776,rppH,b2830,INFORMATION STORAGE AND PROCESSING
P0A9X9,cspA,b3556,INFORMATION STORAGE AND PROCESSING
P0AFW4,rnk,b0610,INFORMATION STORAGE AND PROCESSING
P0A881,trpR,b4393,INFORMATION STORAGE AND PROCESSING
P77171,ydcI,b1422,INFORMATION STORAGE AND PROCESSING
P64588,yqjI,b3071,INFORMATION STORAGE AND PROCESSING
P76034,yciT,b1284,INFORMATION STORAGE AND PROCESSING
P0ACI6,asnC,b3743,INFORMATION STORAGE AND PROCESSING
P31460,dgoR,b4479,INFORMATION STORAGE AND PROCESSING
P76141,lsrR,b1512,INFORMATION STORAGE AND PROCESSING
P0C093,slmA,b3641,INFORMATION STORAGE AND PROCESSING
P77626,ydcN,b1434,INFORMATION STORAGE AND PROCESSING
P37767,yfhH,b2561,INFORMATION STORAGE AND PROCESSING
P0ACN2,ytfH,b4212,INFORMATION STORAGE AND PROCESSING
P0AEF4,dpiA,b0620,INFORMATION STORAGE AND PROCESSING
P15373,prlF,b3129,INFORMATION STORAGE AND PROCESSING
P0A7T7,rpsR,b4202,INFORMATION STORAGE AND PROCESSING
P23003,trmA,b3965,INFORMATION STORAGE AND PROCESSING
P0A948,rimJ,b1066,INFORMATION STORAGE AND PROCESSING
P13857,rimL,b1427,INFORMATION STORAGE AND PROCESSING
P0C0R7,rlmE,b3179,INFORMATION STORAGE AND PROCESSING
P0AE01,trmJ,b2532,INFORMATION STORAGE AND PROCESSING
P0AA41,truC,b2791,INFORMATION STORAGE AND PROCESSING
P26647,plsC,b3018,METABOLISM
P64599,yhbT,b3157,METABOLISM
P05707,srlD,b2705,METABOLISM
P52037,ygfF,b2902,METABOLISM
P0A6I9,coaE,b0103,METABOLISM
P36562,cobT,b1991,METABOLISM
P32099,lplA,b4386,METABOLISM
P29208,menC,b2261,METABOLISM
P0A790,panD,b0131,METABOLISM
P77150,pdxY,b1636,METABOLISM
P0AG03,ubiX,b2311,METABOLISM
P75728,ubiF,b0662,METABOLISM
P76291,cmoB,b1871,METABOLISM
P0AEA8,cysG,b3368,METABOLISM
P17109,menD,b2264,METABOLISM
P30748,moaD,b0784,METABOLISM
P27278,nadR,b4390,METABOLISM
P36999,rlmA,b1822,METABOLISM
P0AEN8,fucU,b2804,METABOLISM
P31678,otsB,b1897,METABOLISM
P39160,uxuB,b4323,METABOLISM
P69795,chbB,b1738,METABOLISM
P0AEW6,gsk,b0477,METABOLISM
P0C8K0,kbaZ,b3132,METABOLISM
Q46938,kduI,b2843,METABOLISM
P77432,lsrK,b1511,METABOLISM
P54746,mngB,b0732,METABOLISM
P62601,treF,b3519,METABOLISM
P31434,yicI,b3656,METABOLISM
P32134,yihM,b3873,METABOLISM
P28248,dcd,b2065,METABOLISM
